KP_beg,KP_end,symbol,type_id,value,text_shrt,text_long,set_id,desc,colour,range,category_id,date_created,notes,name,column_id_rec,column_id_con,x1,x2,y1,y2
1040984,1040998.18,DOC,DOC,0.9,0.9m FG,0.9m FG - Default Depth,16,,"[194, 62, 143]",TRUE,4,2022-05-25,Rev 3 alignment sheets,Minimum Depth of Cover,1,1,7,11,76.522,386.522
1040998.18,1041010.18,DOC,DOC,1.5,1.5m RD,1.5m RD - DWG# PT640301,16,,"[158, 48, 108]",TRUE,4,2022-05-25,Rev 3 alignment sheets,Minimum Depth of Cover,1,1,7,11,76.522,386.522
1041010.18,1041115,DOC,DOC,0.9,0.9m FG,0.9m FG - Default Depth,16,,"[194, 62, 143]",TRUE,4,2022-05-25,Rev 3 alignment sheets,Minimum Depth of Cover,1,1,7,11,76.522,386.522
1041115,1041164,DOC,DOC,1.5,1.5m FG,1.5m FG - Alignment Sheets,16,,"[158, 48, 108]",TRUE,4,2022-05-25,Rev 3 alignment sheets,Minimum Depth of Cover,1,1,7,11,76.522,386.522
1041164,1041447,DOC,DOC,0.9,0.9m FG,0.9m FG - Default Depth,16,,"[194, 62, 143]",TRUE,4,2022-05-25,Rev 3 alignment sheets,Minimum Depth of Cover,1,1,7,11,76.522,386.522
1041447,1041580,DOC,DOC,1.5,1.5m FG,1.5m FG - Alignment Sheets,16,,"[158, 48, 108]",TRUE,4,2022-05-25,Rev 3 alignment sheets,Minimum Depth of Cover,1,1,7,11,76.522,386.522
1041580,1041680,DOC,DOC,0.9,0.9m FG,0.9m FG - Default Depth,16,,"[194, 62, 143]",TRUE,4,2022-05-25,Rev 3 alignment sheets,Minimum Depth of Cover,1,1,7,11,76.522,386.522
1041680,1041900,DOC,DOC,2,2.0m MOTI,2.0m MOTI - MOTI Encroachment,16,,"[129, 36, 79]",TRUE,4,2022-05-25,Rev 3 alignment sheets,Minimum Depth of Cover,1,1,7,11,76.522,386.522
1041900,1041961,DOC,DOC,0.9,0.9m FG,0.9m FG - Default Depth,16,,"[194, 62, 143]",TRUE,4,2022-05-25,Rev 3 alignment sheets,Minimum Depth of Cover,1,1,7,11,76.522,386.522
1041961,1042102.1,DOC,DOC,2,2.0m FG,2.0m FG - BGC Dominant Design,16,,"[129, 36, 79]",TRUE,4,2022-05-25,Rev 3 alignment sheets,Minimum Depth of Cover,1,1,7,11,76.522,386.522
1042102.1,1042165.74,DOC,DOC,2.3,2.3m WC,2.3m WC - DWG# PT610801,16,,"[112, 30, 62]",TRUE,4,2022-05-25,Rev 3 alignment sheets,Minimum Depth of Cover,1,1,7,11,76.522,386.522
1042165.74,1042285,DOC,DOC,2,2.0m CG,2.0m CG - Alignment Sheets,16,,"[129, 36, 79]",TRUE,4,2022-05-25,Rev 3 alignment sheets,Minimum Depth of Cover,1,1,7,11,76.522,386.522
1042285,1042286,DOC,DOC,2,2.0m CG/3.0m FG,2.0m CG/3.0m FG - Alignment Sheets,16,,"[129, 36, 79]",TRUE,4,2022-05-25,Rev 3 alignment sheets,Minimum Depth of Cover,1,1,7,11,76.522,386.522
1042286,1042330,DOC,DOC,3,3.0m FG,3.0m FG - Alignment Sheets,16,,"[71, 14, 22]",TRUE,4,2022-05-25,Rev 3 alignment sheets,Minimum Depth of Cover,1,1,7,11,76.522,386.522
