geometry,elevation,chainage
POINT (601740.5559625766 5466116.260929961),29.3780899,1055701.227
POINT (601730.05379591 5466104.657389232),29.50005341,1055716.878
POINT (601719.5515842522 5466093.05386941),29.52102852,1055732.528
POINT (601709.0493275996 5466081.450370496),29.59049416,1055748.179
POINT (601698.5470259561 5466069.846892491),29.63034439,1055763.829
POINT (601688.0446793181 5466058.243435392),29.67407227,1055779.48
POINT (601677.5422876875 5466046.639999199),29.69713974,1055795.13
POINT (601667.0398510665 5466035.036583916),29.6888237,1055810.781
POINT (601656.5373694514 5466023.43318954),29.8319931,1055826.431
POINT (601646.034842844 5466011.829816071),29.80069351,1055842.082
POINT (601635.6101794314 5466000.06853994),29.84549332,1055857.8
POINT (601625.3654595448 5465987.942437533),29.86040115,1055873.675
POINT (601615.1206936591 5465975.816355092),29.86000061,1055889.549
POINT (601604.8758817762 5465963.690292611),29.88019943,1055905.423
POINT (601594.6310238927 5465951.564250094),29.87039375,1055921.298
POINT (601584.3861200123 5465939.43822754),29.87059593,1055937.172
POINT (601574.1411701314 5465927.312224951),29.8704052,1055953.047
POINT (601563.8961742521 5465915.186242322),29.89940834,1055968.921
POINT (601553.6511323745 5465903.060279656),29.92020035,1055984.796
POINT (601543.4060445005 5465890.934336957),29.93079185,1056000.67
POINT (601533.1609106268 5465878.808414217),29.95959854,1056016.545
POINT (601522.9157307567 5465866.682511442),29.93940353,1056032.419
POINT (601512.670504887 5465854.556628632),29.8803997,1056048.294
POINT (601502.4252330216 5465842.430765783),29.91959953,1056064.169
POINT (601492.1799151567 5465830.304922897),29.91999626,1056080.043
POINT (601481.9345512943 5465818.179099975),29.92959976,1056095.918
POINT (601471.6891414346 5465806.053297017),29.89039612,1056111.792
POINT (601461.4436855797 5465793.927514023),29.92038727,1056127.667
POINT (601451.1981837258 5465781.801750991),29.97019958,1056143.542
POINT (601440.9526358767 5465769.676007924),29.85058784,1056159.416
POINT (601430.7070420291 5465757.550284819),29.85020065,1056175.291
POINT (601420.4614021848 5465745.424581678),29.8007946,1056191.166
POINT (601410.2157163457 5465733.298898501),29.81980324,1056207.04
POINT (601399.9699845085 5465721.173235288),29.77960396,1056222.915
POINT (601389.7242066748 5465709.047592038),29.72079086,1056238.79
POINT (601379.478382847 5465696.921968753),29.62138557,1056254.665
POINT (601369.2325130211 5465684.796365431),29.66020393,1056270.539
POINT (601358.9865971995 5465672.670782072),29.62078857,1056286.414
POINT (601348.7406353838 5465660.545218678),29.60980034,1056302.289
POINT (601338.4946275705 5465648.419675248),29.59020042,1056318.164
POINT (601328.2485737636 5465636.294151781),29.520401,1056334.038
POINT (601318.0024739595 5465624.16864828),29.54980278,1056349.913
POINT (601307.7563281618 5465612.043164742),29.39058685,1056365.788
POINT (601297.5101363673 5465599.917701167),29.38019562,1056381.663
POINT (601287.2638985777 5465587.792257558),29.34999657,1056397.538
POINT (601277.0176147931 5465575.666833912),29.35961342,1056413.413
POINT (601266.7712850156 5465563.54143023),29.33039284,1056429.288
POINT (601256.5249092417 5465551.416046511),29.31999588,1056445.163
POINT (601246.2840388203 5465539.279828733),29.32999611,1056461.042
POINT (601236.0617171526 5465527.107274204),29.35020065,1056476.938
POINT (601225.8393494042 5465514.934739554),29.25018883,1056492.833
POINT (601215.6169355827 5465502.762224781),29.20999908,1056508.729
POINT (601205.3944756828 5465490.589729884),29.15019989,1056524.624
POINT (601195.1719697043 5465478.417254864),29.0805912,1056540.52
POINT (601184.9494176534 5465466.24479972),29.1502037,1056556.416
POINT (601174.7268195242 5465454.072364456),29.05059052,1056572.311
POINT (601164.504175319 5465441.899949068),29.07000351,1056588.207
POINT (601154.2814850378 5465429.727553557),29.07019234,1056604.102
POINT (601144.0587486806 5465417.555177923),28.97039604,1056619.998
POINT (601133.8359662477 5465405.382822165),28.81059647,1056635.894
POINT (601132.6981933279 5465394.240770855),29.62999535,1056651.44
POINT (601144.2108348866 5465384.533051899),28.58799934,1056666.499
POINT (601155.7235170511 5465374.825356687),28.03000832,1056681.558
POINT (601167.2362398246 5465365.117685218),28.17019653,1056696.617
POINT (601178.7490032034 5465355.410037495),28.17079163,1056711.677
POINT (601186.9590016013 5465342.651777368),28.32040405,1056728.246
POINT (601187.3592340123 5465322.68020355),28.08000755,1056748.594
POINT (601187.7594656509 5465302.708630321),28.15960312,1056768.943
POINT (601188.1596965207 5465282.737057681),28.1201973,1056789.291
POINT (601188.5599266199 5465262.765485628),28.22980309,1056809.463
POINT (601188.9601559484 5465242.793914165),28.20000076,1056829.438
POINT (601189.3603845064 5465222.82234329),28.21999931,1056849.414
POINT (601187.4921914252 5465204.375875128),28.07019997,1056868.574
POINT (601177.8408449359 5465191.162159165),28.3106041,1056884.937
POINT (601168.1894509364 5465177.948461061),27.24900818,1056901.3
POINT (601158.5276428034 5465164.752466051),27.73960304,1056917.655
POINT (601148.8601110897 5465151.566172237),27.89058304,1056934.006
POINT (601139.1925318921 5465138.379896341),28.20860672,1056950.356
POINT (601129.5249052142 5465125.193638361),28.74099159,1056966.707
POINT (601119.8572310545 5465112.0073983),28.82019997,1056983.058
POINT (601110.1895094111 5465098.821176155),29.38099861,1056999.408
POINT (601100.521740288 5465085.634971929),29.35039711,1057015.759
POINT (601090.8539236817 5465072.448785619),29.41936874,1057032.109
POINT (601081.1860595958 5465059.262617226),29.34000397,1057048.46
POINT (601071.5181480288 5465046.076466751),29.24959946,1057064.811
POINT (601061.8501889807 5465032.890334195),28.93020058,1057081.161
POINT (601052.1821824498 5465019.704219554),28.37979126,1057097.512
POINT (601042.5141284401 5465006.518122832),28.09000015,1057113.862
POINT (601032.8352229774 5464993.350549755),27.43939972,1057130.205
POINT (601023.1476310542 5464980.19779209),27.31960678,1057146.54
POINT (601013.4599916848 5464967.045052407),27.97840309,1057162.875
POINT (601003.7723048677 5464953.89233071),28.26040077,1057179.211
POINT (600994.0845706069 5464940.739627),28.24980354,1057195.546
POINT (600984.3967889005 5464927.586941273),28.54999924,1057211.882
POINT (600974.7089597487 5464914.434273531),28.50020409,1057228.217
POINT (600965.0210831498 5464901.281623772),28.44040489,1057244.553
POINT (600954.366068801 5464890.256622847),28.16980362,1057260.022
POINT (600942.8472506158 5464881.131953353),28.15019608,1057274.717
POINT (600931.3283941667 5464872.007308674),28.10940552,1057289.412
POINT (600919.8094994479 5464862.882688809),28.12039375,1057304.107
POINT (600908.2905664654 5464853.758093759),28.2397995,1057318.802
POINT (600896.7715952172 5464844.633523525),28.25999641,1057333.497
POINT (600884.408637548 5464838.65771035),28.26999664,1057347.288
POINT (600871.9030730174 5464833.21389157),28.09960365,1057360.927
POINT (600859.397484334 5464827.770101659),28.12000084,1057374.566
POINT (600846.8918715016 5464822.326340619),28.12960243,1057388.206
POINT (600834.3862345165 5464816.882608449),28.10039711,1057401.845
POINT (600821.8805733824 5464811.438905152),28.21979904,1057415.484
POINT (600809.3748880958 5464805.995230724),28.31979942,1057429.123
POINT (600796.8691786602 5464800.551585168),29.09059143,1057442.762
POINT (600784.3634450722 5464795.107968481),29.12059593,1057456.401
POINT (600771.9107224831 5464789.413447544),28.28018951,1057470.1
POINT (600759.5827540398 5464783.128561892),28,1057483.937
POINT (600748.2799738819 5464774.087676439),28.27900887,1057498.76
POINT (600738.3441405917 5464761.372018103),28.23781967,1057514.897
POINT (600729.2475360878 5464747.279847821),28.17959976,1057531.678
POINT (600720.2410490066 5464733.03980931),28.24019623,1057548.527
POINT (600711.2345138327 5464718.799786507),27.92979622,1057565.376
POINT (600702.22793057 5464704.559779415),27.99979973,1057582.225
POINT (600693.221299217 5464690.319788036),28.10961723,1057599.074
POINT (600684.2146197734 5464676.079812367),28.07998848,1057615.924
POINT (600675.2078922382 5464661.839852408),28.23999977,1057632.773
POINT (600666.2011166144 5464647.59990816),28.13039589,1057649.622
POINT (600657.194292901 5464633.359979624),28.21979904,1057666.471
POINT (600648.1874210978 5464619.120066797),28.2599926,1057683.321
POINT (600639.1805012049 5464604.880169682),28.24960709,1057700.17
POINT (600630.1735332208 5464590.640288278),28.45999908,1057717.019
POINT (600621.1665171493 5464576.400422585),28.51000023,1057733.869
POINT (600612.1594529886 5464562.160572604),28.729599,1057750.718
POINT (600603.1523407389 5464547.920738334),28.61979294,1057767.567
POINT (600594.1451803986 5464533.680919774),28.48039627,1057784.417
POINT (600585.1379719714 5464519.441116925),28.36079597,1057801.266
POINT (600576.1307154557 5464505.201329787),28.57979965,1057818.116
POINT (600567.1234108517 5464490.961558362),28.73140717,1057834.965
POINT (600558.1160581593 5464476.721802648),28.68119621,1057851.814
POINT (600549.108657377 5464462.482062644),27.99020004,1057868.664
POINT (600540.1012085085 5464448.242338353),27.87999916,1057885.513
POINT (600531.0937115522 5464434.002629774),27.85980034,1057902.363
POINT (600522.0861665084 5464419.762936905),28.30999947,1057919.212
POINT (600513.0785733751 5464405.523259748),28.04020119,1057936.062
POINT (600504.0709321564 5464391.283598303),27.98019981,1057952.911
POINT (600495.0308775697 5464377.092221754),27.73933792,1057969.737
POINT (600485.957255851 5464362.950850986),27.99238777,1057986.539
POINT (600476.8835860608 5464348.809496143),28.06751823,1058003.342
POINT (600467.8098681994 5464334.668157225),27.96487045,1058020.144
POINT (600458.7361022688 5464320.52683423),28.04989243,1058036.946
POINT (600449.6622882652 5464306.385527163),28.08995628,1058053.748
POINT (600440.5884261909 5464292.244236019),28.10761261,1058070.55
POINT (600431.5145160459 5464278.102960801),28.20237732,1058087.352
POINT (600422.4405578304 5464263.961701506),28.32214165,1058104.154
POINT (600413.3665515445 5464249.820458136),28.29239273,1058120.956
POINT (600404.2924971883 5464235.679230694),28.34521866,1058137.759
POINT (600395.218394764 5464221.538019176),28.35015106,1058154.561
POINT (600386.1442442678 5464207.396823581),28.37173271,1058171.363
POINT (600377.3822609811 5464192.833382964),27.88243484,1058188.375
POINT (600369.3532325786 5464177.278594344),27.40776062,1058205.88
POINT (600361.3241568658 5464161.723818441),27.96541786,1058223.384
POINT (600353.2950338465 5464146.169055252),27.96015167,1058240.889
POINT (600345.2658635192 5464130.614304781),27.93959999,1058258.394
POINT (600337.2366458839 5464115.059567021),27.78805923,1058275.899
POINT (600329.2073809408 5464099.504841981),27.51989365,1058293.404
POINT (600321.17806869 5464083.950129654),27.40785408,1058310.908
POINT (600313.14870913 5464068.395430044),27.38459396,1058328.413
POINT (600305.1193022644 5464052.840743148),27.5225296,1058345.918
POINT (600297.0898480918 5464037.286068968),27.46014214,1058363.423
POINT (600289.0603466103 5464021.731407505),27.3901062,1058380.928
POINT (600281.0307978237 5464006.176758756),27.47925186,1058398.433
POINT (600273.0683687606 5463990.541013204),27.86681747,1058415.979
POINT (600265.1129126429 5463974.896802798),27.84482765,1058433.53
POINT (600257.1574093469 5463959.252604896),27.71218681,1058451.081
POINT (600249.2018588729 5463943.608419495),27.60980415,1058468.632
POINT (600241.2462612191 5463927.964246595),27.88979912,1058486.182
POINT (600233.2906163915 5463912.320086197),27.9676075,1058503.733
POINT (600225.3349243825 5463896.675938302),27.98274231,1058521.284
POINT (600217.379185198 5463881.031802909),27.88785362,1058538.835
POINT (600209.4233988362 5463865.387680018),27.7146225,1058556.386
POINT (600201.4675652973 5463849.743569629),27.81473351,1058573.937
POINT (600193.5116845815 5463834.099471742),27.79984474,1058591.488
POINT (600185.5557566888 5463818.455386357),27.36750603,1058609.039
POINT (600177.8717748272 5463802.534820399),27.16274261,1058626.736
POINT (600171.6538266216 5463785.123931682),27.13193703,1058645.224
POINT (600165.4358364608 5463767.713050989),27.75970268,1058663.712
POINT (600159.2178043483 5463750.30217832),27.472435,1058682.2
POINT (600152.220093347 5463733.685686943),27.2020359,1058700.267
POINT (600144.2414200695 5463718.068664224),27.80541801,1058717.804
POINT (600136.2626995764 5463702.451654069),27.48968887,1058735.341
POINT (600128.2839318662 5463686.834656483),26.82480049,1058752.878
POINT (600120.3051169427 5463671.217671463),26.16035271,1058770.415
POINT (600112.3262548043 5463655.600699013),24.66457367,1058787.952
POINT (600104.3473454509 5463639.983739127),28.76314163,1058805.49
POINT (600096.3683888828 5463624.36679181),28.56323433,1058823.027
POINT (600088.3893851003 5463608.749857061),28.32074738,1058840.564
POINT (600080.4103341034 5463593.132934877),29.28591728,1058858.101
POINT (600072.4312358904 5463577.516025261),29.70764923,1058875.638
POINT (600064.4520904651 5463561.899128214),29.36715126,1058893.176
POINT (600055.6334494874 5463547.401478928),29.62543869,1058910.154
POINT (600046.6457852321 5463533.129139493),29.90516853,1058927.021
POINT (600037.6580728968 5463518.856815698),30.22776413,1058943.887
POINT (600028.6703124777 5463504.584507545),30.07811165,1058960.754
POINT (600019.6825039788 5463490.312215031),30.2945385,1058977.62
POINT (600010.6946473966 5463476.039938159),30.92004776,1058994.487
POINT (600000.2258141707 5463464.381594814),31.11408424,1059010.17
POINT (599989.6676735921 5463452.880825474),31.21471405,1059025.783
POINT (599979.1094882546 5463441.380077223),31.4908886,1059041.395
POINT (599968.5512581582 5463429.879350061),31.72094154,1059057.007
POINT (599957.992983303 5463418.37864399),32.16521454,1059072.619
POINT (599947.4346636891 5463406.877959009),32.43820572,1059088.232
POINT (599936.8762993168 5463395.377295117),32.56810379,1059103.844
POINT (599926.3178901861 5463383.876652313),32.84238052,1059119.456
POINT (599915.759436297 5463372.376030602),33.67258072,1059135.069
POINT (599905.2009376498 5463360.87542998),34.72575378,1059150.681
POINT (599894.6423942447 5463349.374850447),34.83983994,1059166.294
POINT (599884.0838060814 5463337.874292005),34.84657288,1059181.906
POINT (599873.5251731605 5463326.373754652),35.11481857,1059197.518
POINT (599862.9664954819 5463314.87323839),35.12227631,1059213.131
POINT (599852.4077730457 5463303.372743218),35.35691071,1059228.743
POINT (599840.5290526354 5463295.602636036),35.52780533,1059243.049
POINT (599828.3485463513 5463288.685354295),35.37050629,1059257.057
POINT (599816.1680098207 5463281.768100054),34.1701622,1059271.065
POINT (599803.9874430422 5463274.85087331),34.15060043,1059285.072
POINT (599791.8068460174 5463267.933674064),33.69522095,1059299.08
POINT (599779.6262187483 5463261.016502317),33.44219208,1059313.088
POINT (599767.4455612312 5463254.099358068),33.49015045,1059327.095
POINT (599755.2648734699 5463247.182241317),30.54254341,1059341.103
POINT (599743.0841554609 5463240.265152067),30.92550468,1059355.111
POINT (599730.9034072078 5463233.348090312),32.28879929,1059369.118
POINT (599718.7226287071 5463226.431056056),32.35055161,1059383.126
POINT (599706.5418199623 5463219.514049299),31.34861183,1059397.134
POINT (599694.3609809718 5463212.59707004),32.79771042,1059411.142
POINT (599682.180111734 5463205.680118279),32.96710587,1059425.149
POINT (599669.9992122503 5463198.763194017),32.85771561,1059439.157
POINT (599657.8182825232 5463191.846297256),32.30278015,1059453.165
POINT (599645.6373225485 5463184.929427991),32.16194153,1059467.173
POINT (599633.4563323287 5463178.012586225),32.07770538,1059481.181
POINT (599621.2753118651 5463171.095771957),32.09228134,1059495.189
POINT (599609.0942611564 5463164.178985189),32.92020035,1059509.196
POINT (599596.9131802006 5463157.262225919),32.54691696,1059523.204
POINT (599584.7320689997 5463150.345494148),32.48073959,1059537.212
POINT (599572.5509275554 5463143.428789876),32.4112587,1059551.22
POINT (599560.5818151016 5463135.816118482),32.29980087,1059565.449
POINT (599549.1690741761 5463126.37730056),32.33746338,1059580.26
POINT (599537.7562939875 5463116.938507011),32.0226593,1059595.07
POINT (599526.3434745339 5463107.499737835),31.69488716,1059609.88
POINT (599514.9307503356 5463098.060620423),31.14755249,1059624.69
POINT (599503.5179887977 5463088.621522045),30.91200447,1059639.501
POINT (599492.1051879958 5463079.182448038),30.36428642,1059654.311
POINT (599480.6923479263 5463069.743398406),31.04004478,1059669.122
POINT (599469.2794685931 5463060.304373143),31.12289238,1059683.932
POINT (599457.8665499942 5463050.865372255),30.06847,1059698.742
POINT (599446.453592128 5463041.426395738),29.15809441,1059713.553
POINT (599435.0405949983 5463031.987443595),28.90725899,1059728.363
POINT (599423.6275586013 5463022.548515826),28.85161018,1059743.174
POINT (599412.2144829393 5463013.109612427),28.62447166,1059757.984
POINT (599400.8013680158 5463003.670733402),28.62740898,1059772.795
POINT (599389.3882138237 5462994.231878749),28.4101963,1059787.605
POINT (599377.9750203684 5462984.793048467),28.22920036,1059802.416
POINT (599366.5617876464 5462975.354242561),27.93100357,1059817.227
POINT (599355.562212178 5462965.206634297),27.98960304,1059832.355
POINT (599348.1042212397 5462948.990825988),28.03980446,1059850.204
POINT (599340.646184227 5462932.775028788),27.56019592,1059868.052
POINT (599333.1881011401 5462916.559242695),27.5515995,1059885.901
POINT (599325.7299719775 5462900.343467708),27.16020012,1059903.75
POINT (599318.271796743 5462884.127703829),27.14940834,1059921.598
POINT (599310.8135754348 5462867.911951057),26.71059036,1059939.447
POINT (599303.3553080513 5462851.696209393),26.62000465,1059957.296
POINT (599295.8969945963 5462835.480478834),26.32959557,1059975.144
POINT (599288.4386350682 5462819.264759385),26.28920555,1059992.993
POINT (599280.980229467 5462803.049051043),28.26960754,1060010.842
POINT (599273.5217777912 5462786.833353807),28.19959641,1060028.691
POINT (599266.0632800445 5462770.61766768),28.25979614,1060046.539
POINT (599257.6150871036 5462755.71531702),28.24239922,1060063.734
POINT (599248.1288875786 5462742.237786304),28.07258797,1060080.228
POINT (599237.2552363925 5462731.432018607),27.94960403,1060095.558
POINT (599226.381542068 5462720.626273178),28.27980042,1060110.888
POINT (599215.5078046072 5462709.820550019),29.22941589,1060126.218
POINT (599204.6340240118 5462699.01484913),29.13059044,1060141.548
POINT (599193.7602002785 5462688.20917051),29.55859947,1060156.877
POINT (599182.8863334111 5462677.403514161),29.61020851,1060172.207
POINT (599172.0124234076 5462666.59788008),29.67941284,1060187.537
POINT (599161.1384702666 5462655.792268272),29.62999153,1060202.867
POINT (599150.2644739916 5462644.986678733),29.92980385,1060218.197
POINT (599139.3904345792 5462634.181111462),30.01020813,1060233.527
POINT (599128.5163520331 5462623.375566462),29.93040085,1060248.856
POINT (599117.6422263499 5462612.570043732),29.98980331,1060264.186
POINT (599106.7680575313 5462601.764543272),30.24019623,1060279.516
POINT (599095.8938455795 5462590.959065083),30.38999557,1060294.846
POINT (599085.0195904926 5462580.153609162),30.37000084,1060310.176
POINT (599074.1452922688 5462569.348175514),30.57980347,1060325.506
POINT (599063.2709509121 5462558.542764135),30.74020004,1060340.836
POINT (599052.3965664189 5462547.737375026),30.47019577,1060356.166
POINT (599041.5221387929 5462536.932008187),30.65999222,1060371.496
POINT (599031.4105160217 5462525.117562595),30.84000015,1060387.316
POINT (599025.5601209258 5462507.683675178),27.17059517,1060405.864
POINT (599014.485974649 5462497.355743995),27.2317791,1060421.007
POINT (599003.4117864929 5462487.02783585),27.79958725,1060436.149
POINT (598992.3375564559 5462476.699950742),28.30377007,1060451.292
POINT (598981.2633030075 5462466.372043124),27.74155235,1060466.435
POINT (598970.1890614968 5462456.044025793),25.96716881,1060481.578
POINT (598959.1147781051 5462445.716031498),29.70791245,1060496.721
POINT (598948.040452836 5462435.388060242),31.5690937,1060511.864
POINT (598936.966085688 5462425.060112022),32.07016754,1060527.007
POINT (598926.6881279566 5462412.986714453),32.16810226,1060542.866
POINT (598916.4424581792 5462400.84247518),32.62778091,1060558.755
POINT (598906.1967423956 5462388.698255838),33.03996658,1060574.644
POINT (598895.9509806097 5462376.554056427),33.89149857,1060590.533
POINT (598885.8539832224 5462364.124799783),34.22551727,1060606.547
POINT (598875.8024275647 5462351.610355252),35.00629425,1060622.599
POINT (598865.910371865 5462338.803075541),35.10028076,1060638.781
POINT (598856.0182691505 5462325.9958145),35.06318283,1060654.964
POINT (598846.1261194195 5462313.188572127),35.54692459,1060671.147
POINT (598836.2165347568 5462300.412666924),35.17363739,1060687.315
POINT (598826.2997745008 5462287.649620293),35.64895248,1060703.478
POINT (598816.3829672867 5462274.886592416),35.96523666,1060719.641
POINT (598806.4661131126 5462262.123583297),36.02191925,1060735.804
POINT (598796.5492119828 5462249.360592932),36.0803299,1060751.967
POINT (598786.6322638951 5462236.597621324),36.06008148,1060768.13
POINT (598776.7152688517 5462223.834668472),36.17398071,1060784.293
POINT (598766.7982268492 5462211.071734375),35.90015793,1060800.456
POINT (598756.8811378892 5462198.308819035),36.12665176,1060816.618
POINT (598746.8752062266 5462185.708267684),36.1961441,1060832.709
POINT (598736.8560991702 5462173.131738595),36.17713165,1060848.788
POINT (598726.836945415 5462160.555228622),36.57385254,1060864.868
POINT (598716.8177449632 5462147.978737766),36.94932556,1060880.947
POINT (598706.7984978149 5462135.402266024),36.61871338,1060897.027
POINT (598696.7792039701 5462122.825813401),36.30438995,1060913.107
POINT (598686.759863429 5462110.249379892),36.83278275,1060929.186
POINT (598676.7404761917 5462097.672965501),36.8584137,1060945.266
POINT (598666.7210422584 5462085.096570225),37.29388809,1060961.345
POINT (598656.7015616311 5462072.520194067),37.38566589,1060977.425
POINT (598646.6820343042 5462059.943837023),37.39056396,1060993.505
POINT (598636.6624602855 5462047.367499098),37.46928787,1061009.585
POINT (598626.6428395694 5462034.79118029),37.70408249,1061025.664
POINT (598616.6231721578 5462022.214880597),37.69278336,1061041.744
POINT (598606.6034580511 5462009.638600022),37.80307007,1061057.824
POINT (598596.5836972492 5461997.062338563),37.8652153,1061073.903
POINT (598586.4596713203 5461984.683898849),37.13852692,1061089.896
POINT (598576.232230257 5461972.501669078),38.32764053,1061105.802
POINT (598566.0047431285 5461960.319459168),38.51449203,1061121.708
POINT (598555.7786604238 5461948.134530315),38.48318481,1061137.616
POINT (598545.8018333614 5461935.478891429),38.35597992,1061153.731
POINT (598535.8249594889 5461922.823271508),38.53232956,1061169.846
POINT (598525.4421098618 5461911.025459887),38.45642853,1061185.603
POINT (598514.3819222094 5461900.658895903),37.07223129,1061200.762
POINT (598503.3216925748 5461890.292354897),37.92502594,1061215.92
POINT (598492.2614209581 5461879.925836867),37.97868347,1061231.078
POINT (598485.9070863605 5461865.491690937),39.92503738,1061248.274
POINT (598477.3053459334 5461851.825990262),39.09914017,1061264.921
POINT (598467.3353700388 5461839.157299311),39.36034012,1061281.042
POINT (598457.3391559978 5461826.541504438),39.40914154,1061297.141
POINT (598446.5913383791 5461815.443036115),40.02954102,1061312.59
POINT (598435.843476916 5461804.344589576),41.39756775,1061328.04
POINT (598425.062942807 5461793.319609127),43.19293213,1061343.46
POINT (598414.1197685446 5461782.673712917),44.71689987,1061358.729
POINT (598403.108227226 5461772.187736926),44.51771927,1061373.934
POINT (598392.096643602 5461761.701783722),43.16850662,1061389.14
POINT (598381.0850176782 5461751.215853308),42.4026947,1061404.346
POINT (598370.0733494475 5461740.729945682),40.98365784,1061419.551
POINT (598358.7561878907 5461731.02026889),38.96520615,1061434.463
POINT (598347.3588398371 5461721.531624218),36.93622589,1061449.295
POINT (598335.8611418835 5461712.320147662),35.91159439,1061464.028
POINT (598323.9557164283 5461704.533790131),35.05772018,1061478.329
POINT (598311.6138883261 5461698.272817763),34.9083519,1061492.168
POINT (598299.2720326282 5461692.011873543),37.0074234,1061506.007
POINT (598286.9301493308 5461685.750957477),40.14857483,1061519.846
POINT (598274.5882384358 5461679.490069563),42.83978653,1061533.685
POINT (598262.2125109653 5461673.385168153),45.87155533,1061547.487
POINT (598249.7620813199 5461667.624973777),49.85250473,1061561.205
POINT (598237.3116261668 5461661.864808005),53.00432587,1061574.923
POINT (598224.917574843 5461655.843038875),54.99277496,1061588.705
POINT (598212.5640573 5461649.633239921),55.13827896,1061602.531
POINT (598200.2076734331 5461643.436431201),54.2603569,1061616.354
POINT (598187.7944424453 5461637.499082657),53.58005905,1061630.115
POINT (598175.3811852037 5461631.561762564),53.30229187,1061643.875
POINT (598163.0008730371 5461625.473717278),53.26486588,1061657.671
POINT (598150.6436597218 5461619.279962288),53.00419617,1061671.494
POINT (598138.2864190853 5461613.086235514),53.66033554,1061685.317
POINT (598125.9058453165 5461606.997791276),55.16928101,1061699.113
POINT (598113.5235650381 5461600.916960998),56.52610397,1061712.908
POINT (598101.0870270962 5461595.093866955),57.90091324,1061726.642
POINT (598088.6057238145 5461589.483408673),57.44007492,1061740.327
POINT (598076.1453617089 5461583.770034574),55.55607986,1061754.035
POINT (598063.6860574243 5461578.051370823),54.15216064,1061767.744
POINT (598051.2268356739 5461572.332211273),52.39427567,1061781.453
POINT (598038.7676222477 5461566.612916728),50.75258255,1061795.162
POINT (598026.3177093243 5461560.848659516),48.85448837,1061808.882
POINT (598013.794580497 5461555.467082554),47.13731003,1061822.519
POINT (598001.3655496491 5461549.741719473),45.38667679,1061836.258
POINT (597989.3752236199 5461542.091456787),42.53569031,1061850.481
POINT (597977.9842511775 5461532.63695788),40.53728867,1061865.315
POINT (597967.2013219924 5461521.622789139),40.33530426,1061880.733
POINT (597957.9904022367 5461507.856718096),42.76922607,1061897.391
POINT (597950.1148975728 5461492.126127952),45.64960861,1061914.992
POINT (597942.5347350764 5461476.03980014),46.82019806,1061932.775
POINT (597935.24179018 5461459.64346505),46.43980026,1061950.72
POINT (597927.9631732185 5461443.231339409),44.36281204,1061968.674
POINT (597920.5711020824 5461426.939715941),43.20118332,1061986.564
POINT (597913.130088511 5461410.700518485),42.15942001,1062004.427
POINT (597905.6890289495 5461394.461332079),42.13999939,1062022.29
POINT (597898.247923392 5461378.22215672),43.1605835,1062040.153
POINT (597890.7758281303 5461362.016677124),45.32920456,1062057.998
POINT (597883.216097768 5461345.907385225),47.1595993,1062075.793
POINT (597875.6505032328 5461329.804515007),50.30921555,1062093.585
POINT (597868.0848623964 5461313.701656177),53.88939667,1062111.376
POINT (597860.4570456478 5461297.668879378),55.84079361,1062129.131
POINT (597852.720544635 5461281.758637411),55.05060196,1062146.823
POINT (597844.9839969293 5461265.848407304),54.66960526,1062164.514
POINT (597837.0814866982 5461250.133339684),55.83939743,1062182.106
POINT (597828.1179367745 5461235.901052739),56.15137863,1062198.969
POINT (597818.5504630441 5461222.526315833),56.03000259,1062215.413
POINT (597808.9804396271 5461209.15576672),55.92959976,1062231.856
POINT (597799.410368592 5461195.785235152),55.54019547,1062248.299
POINT (597789.9194800098 5461182.284519344),55.5901947,1062264.802
POINT (597780.4829445593 5461168.694421675),53.82180023,1062281.347
POINT (597771.0463613223 5461155.1043411),52.49959564,1062297.892
POINT (597761.6097302969 5461141.514277617),51.81880188,1062314.437
POINT (597752.1208799765 5461128.009217093),50.90881729,1062330.942
POINT (597742.6301265096 5461114.507196264),52.59642029,1062347.446
POINT (597733.1561296184 5461100.977781586),54.67077255,1062363.963
POINT (597723.7068342305 5461087.408013158),56.15000534,1062380.499
POINT (597714.2676691309 5461073.821765659),55.1496048,1062397.042
POINT (597704.8353980713 5461060.224284206),55.17040253,1062413.591
POINT (597695.403079221 5461046.626819829),55.11999893,1062430.14
POINT (597685.9707125766 5461033.029372529),55.84900284,1062446.688
POINT (597676.5382981419 5461019.431942309),56.33960342,1062463.237
POINT (597667.1058359152 5461005.834529164),55.8614006,1062479.786
POINT (597657.4688181852 5460992.577471074),54.32080078,1062496.176
POINT (597647.7809223131 5460979.405022327),52.61260223,1062512.528
POINT (597637.1349554913 5460968.270362771),50.01180267,1062528.034
POINT (597625.048817078 5460960.993546505),46.88039398,1062542.155
POINT (597612.9138114591 5460953.872199511),43.48021698,1062556.225
POINT (597600.778774788 5460946.750879798),40.95100021,1062570.295
POINT (597588.6437070646 5460939.629587368),40.56882477,1062584.366
POINT (597576.5086082871 5460932.508322223),40.01982498,1062598.436
POINT (597564.3734784594 5460925.387084358),42.00782394,1062612.506
POINT (597552.2383175778 5460918.265873778),43.76779938,1062626.577
POINT (597540.1031256459 5460911.144690481),44.92780685,1062640.647
POINT (597527.8629726152 5460904.442441564),45.95877075,1062654.603
POINT (597515.6105161984 5460897.789221655),46.99680328,1062668.545
POINT (597503.3580305849 5460891.136029516),47.19138718,1062682.487
